Customer ID,Sales,Customer Segment
CUST000148,39234.01,Medium Value
CUST000149,48153.69,High Value
CUST000150,28702.64,Medium Value
CUST000151,32942.88,Medium Value
CUST000152,42920.24,High Value
CUST000153,32378.72,Medium Value
CUST000154,7026.46,Low Value
CUST000155,189.51,Low Value
CUST000156,29498.79,Medium Value
CUST000157,43763.64,High Value
CUST000158,28080.71,Medium Value
CUST000159,37165.6,Medium Value
CUST000160,9054.2,Low Value
CUST000161,24201.45,Medium Value
CUST000162,35291.23,Medium Value
CUST000163,6471.2,Low Value
CUST000164,9454.12,Low Value
CUST000165,24400.67,Medium Value
CUST000166,14390.51,Low Value
CUST000167,2302.97,Low Value
CUST000168,49201.78,High Value
CUST000169,10331.5,Low Value
CUST000170,26930.85,Medium Value
CUST000171,17201.66,Low Value
CUST000172,14891.57,Low Value
CUST000173,18543.66,Low Value
CUST000174,40605.58,High Value
CUST000175,1919.39,Low Value
CUST000176,26047.11,Medium Value
CUST000177,32278.59,Medium Value
CUST000178,36785.5,Medium Value
CUST000179,36436.9,Medium Value
CUST000180,37866.82,Medium Value
CUST000181,37390.63,Medium Value
CUST000182,21275.13,Medium Value
CUST000183,14971.65,Low Value
CUST000184,11013.05,Low Value
CUST000185,30336.31,Medium Value
CUST000186,37770.09,Medium Value
CUST000187,44988.87,High Value
CUST000188,34227.12,Medium Value
CUST000189,44830.29,High Value
CUST000190,33501.11,Medium Value
CUST000191,8040.66,Low Value
CUST000192,7410.53,Low Value
CUST000193,15340.33,Low Value
CUST000194,49187.75,High Value
CUST000195,41845.8,High Value
CUST000196,42276.88,High Value
CUST000197,13581.42,Low Value
CUST000198,20895.23,Medium Value
CUST000199,11775.25,Low Value
CUST000200,8874.03,Low Value
CUST000201,24268.74,Medium Value
CUST000202,25130.86,Medium Value
CUST000203,33470.47,Medium Value
CUST000204,30716.09,Medium Value
CUST000205,25077.61,Medium Value
CUST000206,22860.48,Medium Value
CUST000207,18568.17,Low Value
CUST000208,16486.59,Low Value
CUST000209,49768.02,High Value
CUST000210,13971.1,Low Value
CUST000211,11485.17,Low Value
CUST000212,45625.45,High Value
CUST000213,6980.6,Low Value
CUST000214,28654.44,Medium Value
CUST000215,2230.96,Low Value
CUST000216,15755.97,Low Value
CUST000217,39588.44,Medium Value
CUST000218,28301.22,Medium Value
CUST000219,1610.16,Low Value
CUST000220,14605.59,Low Value
CUST000221,36288.87,Medium Value
CUST000222,25101.93,Medium Value
CUST000223,26411.48,Medium Value
CUST000224,38616.05,Medium Value
CUST000225,36747.22,Medium Value
CUST000226,44042.1,High Value
CUST000227,48115.54,High Value
CUST000228,38350.58,Medium Value
CUST000229,40174.06,High Value
CUST000230,31696.91,Medium Value
CUST000231,12531.13,Low Value
CUST000232,6960.85,Low Value
CUST000233,18661.81,Low Value
CUST000234,35951.88,Medium Value
CUST000235,27456.28,Medium Value
CUST000236,43049.37,High Value
CUST000237,2703.76,Low Value
CUST000238,7178.62,Low Value
CUST000239,32562.21,Medium Value
CUST000240,17289.46,Low Value
CUST000241,49172.95,High Value
CUST000242,11023.22,Low Value
CUST000243,3252.82,Low Value
CUST000244,42717.41,High Value
CUST000245,16669.9,Low Value
CUST000246,38860.02,Medium Value
CUST000247,11385.32,Low Value
CUST000248,2193.01,Low Value
CUST000249,8920.71,Low Value
CUST000250,13352.44,Low Value
CUST000251,28310.89,Medium Value
CUST000252,29290.24,Medium Value
CUST000253,17677.34,Low Value
CUST000254,47938.03,High Value
CUST000255,43980.6,High Value
CUST000256,14947.03,Low Value
CUST000257,37531.22,Medium Value
CUST000258,25907.71,Medium Value
CUST000259,25231.68,Medium Value
CUST000260,31160.53,Medium Value
CUST000261,5337.81,Low Value
CUST000262,32041.19,Medium Value
CUST000263,46777.19,High Value
CUST000264,22279.35,Medium Value
CUST000265,3018.6,Low Value
CUST000266,14307.36,Low Value
CUST000267,13929.2,Low Value
CUST000268,3058.08,Low Value
CUST000269,15101.1,Low Value
CUST000270,36254.27,Medium Value
CUST000271,37653.51,Medium Value
CUST000272,2575.21,Low Value
CUST000273,22268.19,Medium Value
CUST000274,23133.71,Medium Value
CUST000275,814.7,Low Value
CUST000276,363.59,Low Value
CUST000277,13357.43,Low Value
CUST000278,29973.52,Medium Value
CUST000279,24154.01,Medium Value
CUST000280,261.37,Low Value
CUST000281,41865.86,High Value
CUST000282,49048.02,High Value
CUST000283,42931.13,High Value
CUST000284,43928.51,High Value
CUST000285,2278.73,Low Value
CUST000286,43620.36,High Value
CUST000287,17899.42,Low Value
CUST000288,4574.18,Low Value
CUST000289,16218.23,Low Value
CUST000290,28355.86,Medium Value
CUST000291,7642.91,Low Value
CUST000292,10298.55,Low Value
CUST000293,17961.43,Low Value
CUST000294,16162.29,Low Value
CUST000295,5912.95,Low Value
CUST000296,14051.21,Low Value
CUST000297,38831.31,Medium Value
CUST000298,37180.16,Medium Value
CUST000299,21764.22,Medium Value
CUST000300,36110.57,Medium Value
CUST000301,38856.1,Medium Value
CUST000302,47978.58,High Value
CUST000303,12921.03,Low Value
CUST000304,23236.18,Medium Value
CUST000305,49088.14,High Value
CUST000306,8343.8,Low Value
CUST000307,47308.32,High Value
CUST000308,29431.29,Medium Value
CUST000309,47007.32,High Value
CUST000310,8000.42,Low Value
CUST000311,48221.88,High Value
CUST000312,28609.49,Medium Value
CUST000313,31083.77,Medium Value
CUST000314,24759.2,Medium Value
CUST000315,49525.45,High Value
CUST000316,19011.56,Low Value
CUST000317,16379.86,Low Value
CUST000318,40973.5,High Value
CUST000319,20704.97,Medium Value
CUST000320,28720.03,Medium Value
CUST000321,8568.0,Low Value
CUST000322,47862.97,High Value
CUST000323,18166.53,Low Value
CUST000324,46946.6,High Value
CUST000325,20852.08,Medium Value
CUST000326,49195.79,High Value
CUST000327,44994.1,High Value
CUST000328,31364.36,Medium Value
CUST000329,247.9,Low Value
CUST000330,7277.82,Low Value
CUST000331,6631.04,Low Value
CUST000332,22316.85,Medium Value
CUST000333,20346.4,Medium Value
CUST000334,28580.57,Medium Value
CUST000335,31957.99,Medium Value
CUST000336,20513.32,Medium Value
CUST000337,19978.61,Low Value
CUST000338,34131.65,Medium Value
CUST000339,22654.46,Medium Value
CUST000340,10838.19,Low Value
CUST000341,6935.1,Low Value
CUST000342,371.72,Low Value
CUST000343,32595.39,Medium Value
CUST000344,20801.68,Medium Value
CUST000345,23280.38,Medium Value
CUST000346,32911.29,Medium Value
CUST000347,8955.05,Low Value
CUST000348,43044.02,High Value
CUST000349,32081.74,Medium Value
CUST000350,41129.82,High Value
CUST000351,44082.7,High Value
CUST000352,13492.83,Low Value
CUST000353,47006.35,High Value
CUST000354,5978.59,Low Value
CUST000355,22189.84,Medium Value
CUST000356,10107.45,Low Value
CUST000357,17551.16,Low Value
CUST000358,32189.62,Medium Value
CUST000359,36126.61,Medium Value
CUST000360,34061.32,Medium Value
CUST000361,15500.73,Low Value
CUST000362,34329.8,Medium Value
CUST000363,37201.18,Medium Value
CUST000364,38276.14,Medium Value
CUST000365,8889.84,Low Value
CUST000366,31267.18,Medium Value
CUST000367,32843.81,Medium Value
CUST000368,11528.01,Low Value
CUST000369,26457.12,Medium Value
CUST000370,46266.45,High Value
CUST000371,1352.14,Low Value
CUST000372,22101.79,Medium Value
CUST000373,7737.4,Low Value
CUST000374,20515.9,Medium Value
CUST000375,47423.71,High Value
CUST000376,41107.77,High Value
CUST000377,34014.9,Medium Value
CUST000378,27627.97,Medium Value
CUST000379,47534.31,High Value
CUST000380,32249.38,Medium Value
CUST000381,31819.93,Medium Value
CUST000382,46085.21,High Value
CUST000383,13626.7,Low Value
CUST000384,26800.38,Medium Value
CUST000385,46165.21,High Value
CUST000386,40185.03,High Value
CUST000387,40751.93,High Value
CUST000388,45747.31,High Value
CUST000389,39062.68,Medium Value
CUST000390,45588.46,High Value
CUST000391,45499.1,High Value
CUST000392,41413.93,High Value
CUST000393,45107.54,High Value
CUST000394,34039.0,Medium Value
CUST000395,40590.09,High Value
CUST000396,18374.67,Low Value
CUST000397,42313.3,High Value
CUST000398,19270.5,Low Value
CUST000399,5583.78,Low Value
CUST000400,11246.49,Low Value
CUST000401,7283.12,Low Value
CUST000402,34030.59,Medium Value
CUST000403,436.49,Low Value
CUST000404,22889.27,Medium Value
CUST000405,27350.98,Medium Value
CUST000406,11236.35,Low Value
CUST000407,24886.4,Medium Value
CUST000408,13572.54,Low Value
CUST000409,32688.4,Medium Value
CUST000410,40512.57,High Value
CUST000411,18182.79,Low Value
CUST000412,35521.71,Medium Value
CUST000413,21920.03,Medium Value
CUST000414,24459.41,Medium Value
CUST000415,48912.9,High Value
CUST000416,34791.37,Medium Value
CUST000417,24638.86,Medium Value
CUST000418,37500.03,Medium Value
CUST000419,12182.79,Low Value
CUST000420,18913.59,Low Value
CUST000421,34770.67,Medium Value
CUST000422,7292.02,Low Value
CUST000423,16160.18,Low Value
CUST000424,10813.4,Low Value
CUST000425,35146.37,Medium Value
CUST000426,35319.81,Medium Value
CUST000427,48593.35,High Value
CUST000428,15399.26,Low Value
CUST000429,29959.31,Medium Value
CUST000430,23148.87,Medium Value
CUST000431,27251.76,Medium Value
CUST000432,37969.77,Medium Value
CUST000433,12898.59,Low Value
CUST000434,33400.3,Medium Value
CUST000435,44905.72,High Value
CUST000436,44450.73,High Value
CUST000437,48987.73,High Value
CUST000438,8178.71,Low Value
CUST000439,27015.61,Medium Value
CUST000440,47903.21,High Value
CUST000441,32197.57,Medium Value
CUST000442,28877.16,Medium Value
CUST000443,46145.51,High Value
CUST000444,25910.66,Medium Value
CUST000445,717.15,Low Value
CUST000446,13026.03,Low Value
CUST000447,6506.41,Low Value
CUST000448,3594.04,Low Value
CUST000449,46951.89,High Value
CUST000450,4195.3,Low Value
CUST000451,23193.57,Medium Value
CUST000452,10236.92,Low Value
CUST000453,20871.32,Medium Value
CUST000454,8022.79,Low Value
CUST000455,30198.43,Medium Value
CUST000456,42496.32,High Value
CUST000457,2381.15,Low Value
CUST000458,18059.59,Low Value
CUST000459,35107.47,Medium Value
CUST000460,7473.03,Low Value
CUST000461,10463.93,Low Value
CUST000462,32702.03,Medium Value
CUST000463,17736.59,Low Value
CUST000464,29879.65,Medium Value
CUST000465,7540.61,Low Value
CUST000466,29746.73,Medium Value
CUST000467,7573.55,Low Value
CUST000468,25074.02,Medium Value
CUST000469,13573.39,Low Value
CUST000470,26863.15,Medium Value
CUST000471,32839.41,Medium Value
CUST000472,19065.87,Low Value
CUST000473,39046.24,Medium Value
CUST000474,25045.91,Medium Value
CUST000475,10886.09,Low Value
CUST000476,43615.15,High Value
CUST000477,14375.58,Low Value
CUST000478,7795.89,Low Value
CUST000479,18106.85,Low Value
CUST000480,2299.13,Low Value
CUST000481,45965.79,High Value
CUST000482,19135.37,Low Value
CUST000483,3513.84,Low Value
CUST000484,10296.57,Low Value
CUST000485,29553.04,Medium Value
CUST000486,30363.78,Medium Value
CUST000487,31986.27,Medium Value
CUST000488,13422.02,Low Value
CUST000489,9339.69,Low Value
CUST000490,9994.01,Low Value
CUST000491,40516.01,High Value
CUST000492,35236.37,Medium Value
CUST000493,33780.56,Medium Value
CUST000494,32914.76,Medium Value
CUST000495,17197.94,Low Value
CUST000496,28524.61,Medium Value
CUST000497,40516.66,High Value
CUST000498,765.79,Low Value
CUST000499,17987.19,Low Value
CUST000500,16107.63,Low Value
CUST000501,22264.45,Medium Value
CUST000502,28894.66,Medium Value
CUST000503,43509.21,High Value
CUST000504,1925.7,Low Value
CUST000505,29910.58,Medium Value
CUST000506,8264.48,Low Value
CUST000507,19219.04,Low Value
CUST000508,36793.93,Medium Value
CUST000509,12481.93,Low Value
CUST000510,13808.69,Low Value
CUST000511,4368.79,Low Value
CUST000512,42563.7,High Value
CUST000513,44754.63,High Value
CUST000514,30508.75,Medium Value
CUST000515,15281.79,Low Value
CUST000516,3845.44,Low Value
CUST000517,20957.16,Medium Value
CUST000518,31755.17,Medium Value
CUST000519,39412.59,Medium Value
CUST000520,7514.44,Low Value
CUST000521,25716.74,Medium Value
CUST000522,3580.02,Low Value
CUST000523,25896.69,Medium Value
CUST000524,23746.55,Medium Value
CUST000525,18556.67,Low Value
CUST000526,14309.07,Low Value
CUST000527,26748.43,Medium Value
CUST000528,22957.13,Medium Value
CUST000529,42643.25,High Value
CUST000530,15781.9,Low Value
CUST000531,39393.75,Medium Value
CUST000532,21512.07,Medium Value
CUST000533,23691.5,Medium Value
CUST000534,29449.68,Medium Value
CUST000535,32612.91,Medium Value
CUST000536,42279.58,High Value
CUST000537,19223.92,Low Value
CUST000538,8440.48,Low Value
CUST000539,36525.03,Medium Value
CUST000540,17269.09,Low Value
CUST000541,159.94,Low Value
CUST000542,8136.77,Low Value
CUST000543,7062.36,Low Value
CUST000544,47824.09,High Value
CUST000545,45396.74,High Value
CUST000546,37090.22,Medium Value
CUST000547,41894.03,High Value
CUST000548,26590.36,Medium Value
CUST000549,19689.43,Low Value
CUST000550,27024.99,Medium Value
CUST000551,19965.95,Low Value
CUST000552,1122.72,Low Value
CUST000553,48664.87,High Value
CUST000554,30879.95,Medium Value
CUST000555,21441.07,Medium Value
CUST000556,34900.44,Medium Value
CUST000557,27582.2,Medium Value
CUST000558,1142.48,Low Value
CUST000559,15614.81,Low Value
CUST000560,1418.63,Low Value
CUST000561,10945.25,Low Value
CUST000562,22758.18,Medium Value
CUST000563,4060.25,Low Value
CUST000564,41576.78,High Value
CUST000565,1843.15,Low Value
CUST000566,44189.41,High Value
CUST000567,22306.1,Medium Value
CUST000568,42107.17,High Value
CUST000569,32234.68,Medium Value
CUST000570,36571.57,Medium Value
CUST000571,38236.45,Medium Value
CUST000572,33804.05,Medium Value
CUST000573,42348.93,High Value
CUST000574,35129.55,Medium Value
CUST000575,46524.18,High Value
CUST000576,1340.1,Low Value
CUST000577,23835.19,Medium Value
CUST000578,44251.04,High Value
CUST000579,43382.21,High Value
CUST000580,49460.84,High Value
CUST000581,43666.08,High Value
CUST000582,21196.78,Medium Value
CUST000583,42160.27,High Value
CUST000584,14981.3,Low Value
CUST000585,30533.34,Medium Value
CUST000586,11943.38,Low Value
CUST000587,47246.52,High Value
CUST000588,31530.65,Medium Value
CUST000589,22443.7,Medium Value
CUST000590,22564.77,Medium Value
CUST000591,15686.94,Low Value
CUST000592,31062.3,Medium Value
CUST000593,1704.83,Low Value
CUST000594,39805.25,Medium Value
CUST000595,46770.4,High Value
CUST000596,7510.05,Low Value
CUST000597,7927.58,Low Value
CUST000598,10639.56,Low Value
CUST000599,13115.23,Low Value
CUST000600,18727.82,Low Value
CUST000601,7428.68,Low Value
CUST000602,6192.81,Low Value
CUST000603,1075.78,Low Value
CUST000604,969.31,Low Value
CUST000605,31921.3,Medium Value
CUST000606,11063.72,Low Value
CUST000607,45298.61,High Value
CUST000608,15902.06,Low Value
CUST000609,25586.31,Medium Value
CUST000610,4382.41,Low Value
CUST000611,30852.89,Medium Value
CUST000612,34668.12,Medium Value
CUST000613,16012.02,Low Value
CUST000614,7597.34,Low Value
CUST000615,48927.55,High Value
CUST000616,12310.59,Low Value
CUST000617,41324.79,High Value
CUST000618,30783.6,Medium Value
CUST000619,26412.98,Medium Value
CUST000620,47779.8,High Value
CUST000621,20163.27,Low Value
CUST000622,44221.15,High Value
CUST000623,224.26,Low Value
CUST000624,27379.87,Medium Value
CUST000625,45581.67,High Value
CUST000626,21311.45,Medium Value
CUST000627,20254.62,Medium Value
CUST000628,39638.35,Medium Value
CUST000629,13946.36,Low Value
CUST000630,44032.02,High Value
CUST000631,30622.65,Medium Value
CUST000632,11388.46,Low Value
CUST000633,7134.99,Low Value
CUST000634,28232.87,Medium Value
CUST000635,24885.18,Medium Value
CUST000636,7194.67,Low Value
CUST000637,36240.15,Medium Value
CUST000638,33927.7,Medium Value
CUST000639,40700.89,High Value
CUST000640,46530.02,High Value
CUST000641,27845.75,Medium Value
CUST000642,2564.84,Low Value
CUST000643,15863.2,Low Value
CUST000644,11004.18,Low Value
CUST000645,46253.13,High Value
CUST000646,16710.26,Low Value
CUST000647,38152.26,Medium Value
CUST000648,35141.75,Medium Value
CUST000649,11522.18,Low Value
CUST000650,48793.85,High Value
CUST000651,30413.4,Medium Value
CUST000652,30438.32,Medium Value
CUST000653,45675.36,High Value
CUST000654,44921.93,High Value
CUST000655,12171.55,Low Value
CUST000656,17071.33,Low Value
CUST000657,12598.58,Low Value
CUST000658,40794.83,High Value
CUST000659,18254.13,Low Value
CUST000660,23680.69,Medium Value
CUST000661,30633.12,Medium Value
CUST000662,31711.34,Medium Value
CUST000663,24858.35,Medium Value
CUST000664,48437.05,High Value
CUST000665,32594.31,Medium Value
CUST000666,34931.31,Medium Value
CUST000667,42787.4,High Value
CUST000668,36601.48,Medium Value
CUST000669,47769.42,High Value
CUST000670,44765.83,High Value
CUST000671,39865.88,Medium Value
CUST000672,12568.06,Low Value
CUST000673,10551.52,Low Value
CUST000674,23616.73,Medium Value
CUST000675,19580.05,Low Value
CUST000676,13710.5,Low Value
CUST000677,5188.43,Low Value
CUST000678,31862.39,Medium Value
CUST000679,15974.28,Low Value
CUST000680,21040.25,Medium Value
CUST000681,18606.32,Low Value
CUST000682,13051.69,Low Value
CUST000683,26936.16,Medium Value
CUST000684,36967.92,Medium Value
CUST000685,41102.48,High Value
CUST000686,35576.39,Medium Value
CUST000687,40739.63,High Value
CUST000688,11475.29,Low Value
CUST000689,24732.17,Medium Value
CUST000690,44406.6,High Value
CUST000691,4633.03,Low Value
CUST000692,47761.73,High Value
CUST000693,30129.46,Medium Value
CUST000694,30838.43,Medium Value
CUST000695,2622.31,Low Value
CUST000696,30048.87,Medium Value
CUST000697,14056.97,Low Value
CUST000698,23426.35,Medium Value
CUST000699,7091.49,Low Value
CUST000700,17775.76,Low Value
CUST000701,42894.81,High Value
CUST000702,9616.68,Low Value
CUST000703,2158.07,Low Value
CUST000704,37025.3,Medium Value
CUST000705,43948.78,High Value
CUST000706,33023.27,Medium Value
CUST000707,41381.57,High Value
CUST000708,23151.62,Medium Value
CUST000709,25473.67,Medium Value
CUST000710,35687.36,Medium Value
CUST000711,23429.66,Medium Value
CUST000712,47374.3,High Value
CUST000713,35667.13,Medium Value
CUST000714,3849.62,Low Value
CUST000715,29511.4,Medium Value
CUST000716,22830.24,Medium Value
CUST000717,46823.13,High Value
CUST000718,5749.9,Low Value
CUST000719,39517.48,Medium Value
CUST000720,44693.63,High Value
CUST000721,5016.66,Low Value
CUST000722,23185.96,Medium Value
CUST000723,43834.82,High Value
CUST000724,46299.44,High Value
CUST000725,18278.33,Low Value
CUST000726,14070.63,Low Value
CUST000727,28183.66,Medium Value
CUST000728,11097.54,Low Value
CUST000729,26547.32,Medium Value
CUST000730,1643.7,Low Value
CUST000731,41873.43,High Value
CUST000732,15026.85,Low Value
CUST000733,35178.15,Medium Value
CUST000734,7209.34,Low Value
CUST000735,33205.02,Medium Value
CUST000736,21494.25,Medium Value
CUST000737,5644.67,Low Value
CUST000738,2031.64,Low Value
CUST000739,44508.72,High Value
CUST000740,47521.64,High Value
CUST000741,3620.99,Low Value
CUST000742,14850.23,Low Value
CUST000743,6168.5,Low Value
CUST000744,14341.5,Low Value
CUST000745,46605.15,High Value
CUST000746,48558.66,High Value
CUST000747,42884.71,High Value
CUST000748,8889.48,Low Value
CUST000749,17143.86,Low Value
CUST000750,27319.97,Medium Value
CUST000751,5401.43,Low Value
CUST000752,30121.87,Medium Value
CUST000753,2542.07,Low Value
CUST000754,30413.74,Medium Value
CUST000755,35865.18,Medium Value
CUST000756,2474.94,Low Value
CUST000757,37372.35,Medium Value
CUST000758,7397.76,Low Value
CUST000759,23311.88,Medium Value
CUST000760,3067.68,Low Value
CUST000761,13907.79,Low Value
CUST000762,12073.99,Low Value
CUST000763,8396.43,Low Value
CUST000764,11795.19,Low Value
CUST000765,31082.26,Medium Value
CUST000766,38722.09,Medium Value
CUST000767,32358.62,Medium Value
CUST000768,46342.0,High Value
CUST000769,34613.3,Medium Value
CUST000770,21834.85,Medium Value
CUST000771,46058.33,High Value
CUST000772,25713.0,Medium Value
CUST000773,43335.5,High Value
CUST000774,18727.2,Low Value
CUST000775,2435.47,Low Value
CUST000776,44640.49,High Value
CUST000777,38455.59,Medium Value
CUST000778,27913.09,Medium Value
CUST000779,41243.09,High Value
CUST000780,41427.93,High Value
CUST000781,2057.42,Low Value
CUST000782,48390.13,High Value
CUST000783,46057.93,High Value
CUST000784,9224.14,Low Value
CUST000785,34410.67,Medium Value
CUST000786,17796.71,Low Value
CUST000787,4548.39,Low Value
CUST000788,3576.64,Low Value
CUST000789,5801.7,Low Value
CUST000790,33854.81,Medium Value
CUST000791,25530.1,Medium Value
CUST000792,16344.12,Low Value
CUST000793,19826.16,Low Value
CUST000794,22345.48,Medium Value
CUST000795,9662.78,Low Value
CUST000796,3001.35,Low Value
CUST000797,12270.64,Low Value
CUST000798,5237.31,Low Value
CUST000799,45141.02,High Value
CUST000800,36684.03,Medium Value
CUST000801,44011.33,High Value
CUST000802,27509.66,Medium Value
CUST000803,33004.29,Medium Value
CUST000804,20333.42,Medium Value
CUST000805,4011.03,Low Value
CUST000806,14145.63,Low Value
CUST000807,3530.14,Low Value
CUST000808,23891.77,Medium Value
CUST000809,44818.72,High Value
CUST000810,2448.91,Low Value
CUST000811,24497.59,Medium Value
CUST000812,5678.84,Low Value
CUST000813,13826.93,Low Value
CUST000814,8529.36,Low Value
CUST000815,21238.51,Medium Value
CUST000816,21805.16,Medium Value
CUST000817,4361.91,Low Value
CUST000818,31580.08,Medium Value
CUST000819,22811.24,Medium Value
CUST000820,28511.18,Medium Value
CUST000821,33387.94,Medium Value
CUST000822,8521.04,Low Value
CUST000823,27001.4,Medium Value
CUST000824,15301.95,Low Value
CUST000825,26434.57,Medium Value
CUST000826,43715.35,High Value
CUST000827,28712.07,Medium Value
CUST000828,5374.96,Low Value
CUST000829,3221.0,Low Value
CUST000830,8398.69,Low Value
CUST000831,6722.88,Low Value
CUST000832,20667.91,Medium Value
CUST000833,26515.12,Medium Value
CUST000834,27878.13,Medium Value
CUST000835,8111.58,Low Value
CUST000836,18008.88,Low Value
CUST000837,15063.78,Low Value
CUST000838,32666.87,Medium Value
CUST000839,30387.93,Medium Value
CUST000840,1781.2,Low Value
CUST000841,43520.05,High Value
CUST000842,11574.43,Low Value
CUST000843,21329.94,Medium Value
CUST000844,43531.06,High Value
CUST000845,18449.35,Low Value
CUST000846,40214.38,High Value
CUST000847,14548.97,Low Value
CUST000848,24645.81,Medium Value
CUST000849,354.62,Low Value
CUST000850,34645.93,Medium Value
CUST000851,40391.69,High Value
CUST000852,42734.57,High Value
CUST000853,15552.56,Low Value
CUST000854,2269.68,Low Value
CUST000855,42652.12,High Value
CUST000856,1324.43,Low Value
CUST000857,5905.96,Low Value
CUST000858,38535.1,Medium Value
CUST000859,331.78,Low Value
CUST000860,4829.43,Low Value
CUST000861,41751.8,High Value
CUST000862,31060.73,Medium Value
CUST000863,47423.0,High Value
